!EXCLAMATION-POINT	ĔKS-klŭ-ˈMĀ-shŭn-POYNT
"CLOSE-QUOTE	ˈKLŌZ-ˈKWŌT
"DOUBLE-QUOTE	ˈDŬ-bŭl-ˈKWŌT
BRIQUEMONT	ˈBRĬK-mŏnt
BRISBANE	ˈBRĬZ-BĀN
BRISBIN	ˈBRĬZ-bĭn
BRISBOIS	brĭzb-ˈWŎ
BRISBOIS(1)	ˈBRĬZB-WŎ
BRISBON	ˈBRĬZ-bŭn
BRISBURG	ˈBRĬS-burg
BRISCO	ˈBRĒ-skō
BRISCOE	ˈBRĬ-skō
BRISENDINE	ˈBRĬ-sĭn-DĪN
BRISENO	brē-ˈSĔ-nō
BRISENO'S	brē-ˈSĔ-nōz
BRISK	ˈBRĬSK
BRISKER	ˈBRĬ-skur
BRISKET	ˈBRĬ-skŭt
BRISKEY	ˈBRĬ-skē
BRISKI	ˈBRĬ-skē
BRISKIN	ˈBRĬ-skĭn
BRISKLY	ˈBRĬS-klē
BRISKY	ˈBRĬ-skē
BRISLIN	ˈBRĬ-slĭn
BRISON	ˈBRĬ-sŭn
BRISSETTE	brĭ-ˈSĔT
BRISSEY	ˈBRĬ-sē
BRISSON	ˈBRĬ-sŭn
BRISTER	ˈBRĬ-stur
BRISTLE	ˈBRĬ-sŭl
BRISTLED	ˈBRĬ-sŭld
BRISTLES	ˈBRĬ-sŭlz
BRISTLING	ˈBRĬ-sŭ-lĭng
BRISTLING(1)	ˈBRĬ-slĭng
BRISTOL	ˈBRĬ-stŭl
BRISTOL'S	ˈBRĬ-stŭlz
BRISTOW	ˈBRĬ-stō
BRIT	ˈBRĬT
BRITA	ˈBRĒ-tŭ
BRITAIN	ˈBRĬ-tŭn
BRITAIN'S	ˈBRĬ-tŭnz
BRITAINS	ˈBRĬ-tŭnz
BRITANNIA	brĭ-ˈTĂ-nē-ŭ
BRITANNICA	brĭ-ˈTĂ-nĭ-kŭ
BRITCHER	ˈBRĬ-chur
BRITCHES	ˈBRĬ-chŭz
BRITE	ˈBRĪT
BRITIAN	ˈBRĬ-shŭn
BRITISH	ˈBRĬ-tĭsh
BRITNELL	ˈBRĬT-nŭl
BRITNEY	ˈBRĬT-NĒ
BRITNEY'S	ˈBRĬT-NĒZ
BRITO	ˈBRĒ-tō
BRITOIL	brĭ-ˈTOYL
BRITON	ˈBRĬ-tŭn
BRITONS	ˈBRĬ-tŭnz
BRITONS'	ˈBRĬ-tŭnz
BRITS	ˈBRĬTS
BRITSCH	ˈBRĬCH
BRITT	ˈBRĬT
BRITTAIN	ˈBRĬ-tŭn
BRITTAN	ˈBRĬ-tŭn
BRITTANIA	brĭ-ˈTĂ-nē-ŭ
BRITTANIA(1)	brĭ-ˈTĂN-yŭ
BRITTANY	ˈBRĬ-tŭ-nē
BRITTEN	ˈBRĬ-tŭn
BRITTENHAM	ˈBRĬ-tĭn-hŭm
BRITTIAN	ˈBRĬ-tē-ŭn
BRITTIN	ˈBRĬ-tĭn
BRITTINGHAM	ˈBRĬ-tĭng-hăm
BRITTLE	ˈBRĬ-tŭl
BRITTLER	ˈBRĬT-lur
BRITTLEST	ˈBRĬT-lĭst
BRITTON	ˈBRĬ-tŭn
BRITTS	ˈBRĬTS
BRITZ	ˈBRĬTS
BRIX	ˈBRĬKS
BRIXEY	ˈBRĬK-sē
BRIXIUS	ˈBRĪK-sē-ĭs
BRIZENDINE	brē-zĕn-ˈDĒ-nē
BRIZILL	brĭ-ˈZĬL
BRIZOLA	brĭ-ˈZŌ-lŭ
BRIZZI	ˈBRĬ-zē
BRIZZOLARA	brēt-sō-ˈLŎ-rŭ
BRO	ˈBRŌ
BRO'S	ˈBRŌZ
BROACH	ˈBRŌCH
BROACHED	ˈBRŌCHT
BROACHES	ˈBRŌ-chĭz
BROACHING	ˈBRŌ-chĭng
BROAD	ˈBRŎD
BROAD'S	ˈBRŎDZ
BROADACRE	ˈBRŎ-dā-kur
BROADAWAY	ˈBRŎ-dŭ-WĀ
BROADBAND	ˈBRŎD-BĂND
BROADBASE	ˈBRŎD-BĀS
BROADBASED	ˈBRŎD-BĀST
BROADBEACH	ˈBRŎD-BĒCH
BROADBENT	ˈBRŎD-BĔNT
BROADCAST	ˈBRŎD-KĂST
BROADCASTER	ˈBRŎD-KĂ-stur
BROADCASTER'S	ˈBRŎD-KĂ-sturz
BROADCASTERS	ˈBRŎD-KĂ-sturz
BROADCASTERS'	ˈBRŎD-KĂ-sturz
BROADCASTING	ˈBRŎD-KĂ-stĭng
BROADCASTING'S	ˈBRŎD-KĂ-stĭngz
BROADCASTS	ˈBRŎD-KĂSTS
BROADDUS	ˈBRŎ-dĭs
BROADEN	ˈBRŎ-dŭn
BROADENED	ˈBRŎ-dŭnd
BROADENING	ˈBRŎ-dŭ-nĭng
BROADENING(1)	ˈBRŎD-nĭng
BROADENS	ˈBRŎ-dŭnz
BROADER	ˈBRŎ-dur
BROADEST	ˈBRŎ-dĭst
BROADHEAD	ˈBRŎD-HĔD
BROADHURST	ˈBRŎD-hurst
BROADIE	ˈBRŎ-dē
BROADLEY	ˈBRŎD-lē
BROADLY	ˈBRŎD-lē
BROADNAX	ˈBRŎD-năks
BROADPFOOT	ˈBRŎD-fo͝ot
BROADRICK	ˈBRŎ-drĭk
BROADSIDE	ˈBRŎD-SĪD
BROADSIDED	ˈBRŎD-SĪ-dĭd
BROADSTREET	ˈBRŎD-STRĒT
BROADSWORD	ˈBRŎD-SŎRD
BROADUS	ˈBRŌ-dŭs
BROADVIEW	ˈBRŎDV-YO͞O
BROADWAY	ˈBRŎD-WĀ
BROADWAY'S	ˈBRŎD-WĀZ
BROADWELL	ˈBRŎD-WĔL
BROADY	ˈBRŎ-dē
BROBDINGNAGIAN	BRŎB-dĭg-ˈNĂ-gē-ŭn
BROBDINGNAGIANS	BRŎB-dĭg-ˈNĂ-gē-ŭnz
BROBECK	ˈBRŌ-BĔK
BROBERG	ˈBRŌ-burg
BROBST	ˈBRŎBST
BROC	ˈBRŎK
BROCADE	brō-ˈKĀD
BROCADES	brō-ˈKĀDZ
BROCATO	brō-ˈKŎ-tō
BROCCO	ˈBRŎ-kō
BROCCOLI	ˈBRŎ-kŭ-lē
BROCCOLI(1)	ˈBRŎ-klē
BROCE	ˈBRŌS
BROCHU	ˈBRŌ-ko͞o
BROCHURE	brō-ˈSHO͝OR
BROCHURES	brō-ˈSHO͝ORZ
BROCIOUS	brŭ-ˈSHĒS
BROCK	ˈBRŎK
BROCK'S	ˈBRŎKS
BROCKBANK	ˈBRŎK-bŭngk
BROCKEL	ˈBRŎ-kŭl
BROCKER	ˈBRŎ-kur
BROCKERT	ˈBRŎ-kurt
BROCKETT	ˈBRŎ-kĭt
BROCKHAUS	ˈBRŎK-HOWS
BROCKHOFF	ˈBRŎK-HŎF
BROCKHOUSE	ˈBRŎK-HOWS
BROCKIE	ˈBRŎ-kē
BROCKINGTON	ˈBRŎ-kĭng-tŭn
BROCKLEHURST	ˈBRŎ-kŭl-hurst
BROCKLEY	ˈBRŎ-klē
BROCKLIN	ˈBRŎ-klĭn
BROCKLIN'S	ˈBRŎ-klĭnz
BROCKMAN	ˈBRŎK-mŭn
BROCKMANN	ˈBRŎK-mŭn
BROCKMEIER	ˈBRŎK-mī-ur
BROCKMEYER	ˈBRŎK-mī-ur
BROCKNER	ˈBRŎK-nur
BROCKSMITH	ˈBRŎK-SMĬTH
BROCKTON	ˈBRŎK-tŭn
BROCKWAY	ˈBRŎ-KWĀ
BROCKWAY'S	ˈBRŎ-KWĀZ
BROCKWELL	ˈBRŎ-KWĔL
BROD	ˈBRŎD
BRODA	ˈBRŌ-dŭ
BRODBECK	ˈBRŎD-BĔK
BRODE	ˈBRŌD
BRODEN	ˈBRŌ-dŭn
BRODER	ˈBRŌ-dur
BRODER'S	ˈBRŌ-durz
BRODERBUND	ˈBRŌ-tur-bŭnd
BRODERICK	ˈBRŎ-dur-ĭk
BRODERICK(1)	ˈBRŎ-drĭk
BRODERICK'S	ˈBRŎ-dur-ĭkz
BRODERICK'S(1)	ˈBRŎ-drĭkz
BRODERSEN	ˈBRŎ-dur-sŭn
BRODERSOHN	ˈBRŌ-tur-sŭn
BRODERSON	ˈBRŎ-dur-sŭn
BRODEUR	ˈBRŎ-dur
BRODHEAD	ˈBRŎD-HĔD
BRODIE	ˈBRŌ-tē
BRODIN	ˈBRŌ-dĭn
BRODKIN	ˈBRŎD-kĭn
BRODMAN	ˈBRŎD-mŭn
BRODNAX	ˈBRŎD-năks
BRODOWSKI	brŭ-ˈDŎF-skē
BRODRICK	ˈBRŎ-drĭk
BRODRY	ˈBRŎ-drē
BRODSKY	ˈBRŎD-skē
BRODT	ˈBRŎDT
BRODY	ˈBRŌ-dē
BRODY'S	ˈBRŌ-dēz
BRODZINSKI	brŭ-ˈJĬN-skē
BROE	ˈBRŌ
BROECKER	ˈBRŌ-kur
BROEKER	ˈBRŌ-kur
BROER	ˈBRŌ-ur
BROERMAN	ˈBRŌ-ur-mŭn
BROERS	ˈBRŌ-urz
BROGAN	ˈBRŌ-gŭn
BROGDEN	ˈBRŎG-dŭn
BROGDON	ˈBRŎG-dŭn
BROGNA	ˈBRŌG-nŭ
BROICH	ˈBROYCH
BROIL	ˈBROYL
BROILED	ˈBROYLD
BROILER	ˈBROY-lur
BROILERS	ˈBROY-lurz
BROILING	ˈBROY-lĭng
BROIN	ˈBROYN
BROK	ˈBRŎK
BROKAW	ˈBRŌ-kŏ
BROKE	ˈBRŌK
BROKEN	ˈBRŌ-kŭn
BROKEN-TOOTH	ˈBRŌ-kŭn-TO͞OTH
BROKEN-WIND	ˈBRŌ-kŭn-ˈWĬND
BROKEN-WINDED	ˈBRŌ-kŭn-ˈWĬN-dĭd
BROKER	ˈBRŌ-kur
BROKER'S	ˈBRŌ-kurz
BROKERAGE	ˈBRŌ-kur-ĭj
BROKERAGE(1)	ˈBRŌ-krĭj
BROKERAGE'S	ˈBRŌ-kur-ĭ-jĭz
BROKERAGE'S(1)	ˈBRŌ-krĭ-jĭz
BROKERAGES	ˈBRŌ-kur-ĭ-jĭz
BROKERAGES(1)	ˈBRŌ-krĭ-jĭz
BROKERAGES'	ˈBRŌ-kur-ĭ-jĭz
BROKERAGES'(1)	ˈBRŌ-krĭ-jĭz
BROKERED	ˈBRŌ-kurd
BROKERING	ˈBRŌ-kur-ĭng
BROKERS	ˈBRŌ-kurz
BROKERS'	ˈBRŌ-kurz
BROKING	ˈBRŌ-kĭng
BROKINI	brŭ-ˈKĒ-nē
BROLIN	ˈBRŌ-lĭn
BROLLY	ˈBRŎ-lē
BROM	ˈBRŎM
BROMAN	ˈBRŌ-mŭn
BROMBERG	ˈBRŎM-burg
BROMFIELD	ˈBRŎM-FĒLD
BROMFIELD'S	ˈBRŎM-FĒLDZ
BROMIDE	ˈBRŌ-MĪD
BROMIDES	ˈBRŌ-MĪDZ
BROMINE	ˈBRŌ-MĒN
BROMLEY	ˈBRŎM-lē
BROMM	ˈBRŎM
BROMMER	ˈBRŎ-mur
BROMONT	ˈBRŌ-MŎNT
BROMPHERIL	ˈBRŎM-fĕ-rĭl
BROMWELL	ˈBRŎM-WĔL
BROMWICH	ˈBRŎM-wĭch
BRONAUGH	ˈBRŎ-nŏ
BRONC	ˈBRŎNGK
BRONCHIAL	ˈBRŎN-chē-ŭl
BRONCHITIS	brŏng-ˈKĪ-tŭs
BRONCHOSCOPE	ˈBRŎN-kŭ-ˈSKŌP
BRONCO	ˈBRŎNG-kō
BRONCOS	ˈBRŎNG-kōz
BRONDER	ˈBRŎN-dur
BRONER	ˈBRŌ-nur
BRONFMAN	ˈBRŎNF-mŭn
BRONFMAN'S	ˈBRŎNF-mŭnz
BRONFMANS	ˈBRŎNF-mŭnz
BRONK	ˈBRŎNGK
BRONKEMA	brŭng-ˈKĒ-mŭ
BRONN	ˈBRŎN
BRONNER	ˈBRŎ-nur
BRONS	ˈBRŎNZ
BRONSON	ˈBRŎN-sŭn
BRONSTEIN	ˈBRŎN-STĒN
BRONSTEIN(1)	ˈBRŎN-STĪN
BRONSTON	ˈBRŎN-stŭn
BRONTE	ˈBRŎN-tē
BRONTE'S	ˈBRŎN-tēz
BRONTOSAURUS	BRŎN-tŭ-ˈSŎ-rŭs
BRONTOSAURUS(1)	BRŎ-nŭ-ˈSŎ-rŭs
BRONWEN	ˈBRŎN-wĭn
BRONWYN	ˈBRŎN-wĭn
BRONX	ˈBRŎNGKS
BRONY	ˈBRŌ-NĒ
BRONZE	ˈBRŎNZ
BRONZED	ˈBRŎNZD
BRONZEN	ˈBRŎN-zŭn
BRONZES	ˈBRŎN-zŭz
BRONZES(1)	ˈBRŎN-zĭz
BROOCH	ˈBRO͞OCH
BROOCH(1)	ˈBRŌCH
BROOD	ˈBRO͞OD
BROODED	ˈBRO͞O-dĭd
BROODING	ˈBRO͞O-dĭng
BROODY	ˈBRO͞O-dē
BROOK	ˈBRO͝OK
BROOK'S	ˈBRO͝OKS
BROOKBANK	ˈBRO͝OK-BĂNGK
BROOKE	ˈBRO͝OK
BROOKE'S	ˈBRO͝OKS
BROOKEHILL	ˈBRO͝OK-HĬL
BROOKEN	ˈBRO͝O-kŭn
BROOKENS	ˈBRO͝O-kŭnz
BROOKER	ˈBRO͝O-kur
BROOKES	ˈBRO͝OKS
BROOKFIELD	ˈBRO͝OK-FĒLD
BROOKHART	ˈBRO͞OK-hŏrt
BROOKHAVEN	ˈBRO͝OK-HĀ-vŭn
BROOKHURST	ˈBRO͝OK-HURST
BROOKING	ˈBRO͝O-kĭng
BROOKINGS	ˈBRO͝O-kĭngz
BROOKINS	ˈBRO͞O-kĭnz
BROOKLINE	ˈBRO͝O-KLĪN
BROOKLYN	ˈBRO͝O-klŭn
BROOKLYN(1)	ˈBRO͝O-klĭn
BROOKLYN'S	ˈBRO͝O-klŭnz
BROOKLYN'S(1)	ˈBRO͝O-klĭnz
BROOKMAN	ˈBRO͝OK-mŭn
BROOKNER	ˈBRO͝OK-nur
BROOKNER'S	ˈBRO͝OK-nurz
BROOKOVER	ˈBRO͝O-KŌ-vur
BROOKS	ˈBRO͝OKS
BROOKS'	ˈBRO͝OKS
BROOKS'S	ˈBRO͝OK-sĭz
BROOKS'S(1)	ˈBRO͝OKS
BROOKSHIER	ˈBRO͞OK-shē-ur
BROOKSHIRE	ˈBRO͞OK-shīr
BROOKSIDE	ˈBRO͝OK-SĪD
BROOKSTONE	ˈBRO͝OK-STŌN
BROOKSVILLE	ˈBRO͝OKS-vĭl
BROOKSVILLE'S	ˈBRO͝OKS-vĭlz
BROOM	ˈBRO͞OM
BROOMALL	ˈBRO͞O-mŭl
BROOME	ˈBRO͞OM
BROOMFIELD	ˈBRO͞OM-FĒLD
BROOMS	ˈBRO͞OMZ
BROOMSTICK	ˈBRO͞OM-STĬK
BROOMSTICKS	ˈBRO͞OM-STĬKS
BROPHY	ˈBRŌ-fē
BROSCH	ˈBRŎSH
BROSE	ˈBRŌZ
BROSH	ˈBRŎSH
BROSHEARS	ˈBRŎ-shĭrz
BROSIOUS	ˈBRŌ-zē-ŭs
BROSIUS	ˈBRŌ-sē-ĭs
BROSKI	ˈBROW-skē
BROSKY	ˈBRŎ-skē
BROSNAHAN	ˈBRŎ-snŭ-hăn
BROSNAN	ˈBRŎ-snŭn
BROSS	ˈBRŎS
BROSSARD	brŭ-ˈSŎRD
BROSSART	ˈBRŎ-sŏrt
BROSSEAU	brŭ-ˈSŌ
BROSSER	ˈBRŎ-sur
BROSSETTE	brŭ-ˈSĔT
BROSSMAN	ˈBRŎ-smŭn
BROST	ˈBRŎST
BROSTROM	ˈBRŎ-strŭm
BROSZ	ˈBRŎSH
BROTEN	ˈBRŌ-tŭn
BROTH	ˈBRŎTH
BROTHEL	ˈBRŎ-thŭl
BROTHELS	ˈBRŎ-thŭlz
BROTHER	ˈBRŬ-𝘵𝘩ur
BROTHER'S	ˈBRŬ-𝘵𝘩urz
BROTHER-IN-LAW	ˈBRŬ-𝘵𝘩ur-ĭn-LŎ
BROTHERHOOD	ˈBRŬ-𝘵𝘩ur-HO͝OD
BROTHERLY	ˈBRŬ-𝘵𝘩ur-lē
BROTHERS	ˈBRŬ-𝘵𝘩urz
BROTHERS'	ˈBRŬ-𝘵𝘩urz
BROTHERS'S	ˈBRŬ-𝘵𝘩ur-zĭz
BROTHERS-IN-LAW	ˈBRŬ-𝘵𝘩ur-zĭn-LŎ
BROTHERSON	ˈBRŬ-𝘵𝘩ur-sŭn
BROTHERTON	ˈBRŬ-𝘵𝘩ur-tŭn
BROTHS	ˈBRŎTHS
BROTMAN	ˈBRŎT-mŭn
BROTT	ˈBRŎT
BROTZMAN	ˈBRŎT-smŭn
BROUCEK	ˈBRO͞O-chĕk
BROUDY	ˈBROW-dē
BROUGH	ˈBROW
BROUGHAM	ˈBRO͞O-gŭm
BROUGHER	ˈBROW-ur
BROUGHMAN	ˈBROW-mŭn
BROUGHT	ˈBRŎT
BROUGHTON	ˈBRŎ-tŭn
BROUHAHA	ˈBRO͞O-hŏ-HŎ
BROUHARD	ˈBRŎ-o͞o-urd
BROUILLARD	brwē-ˈLŎRD
BROUILLET	brwē-ˈLĔT
BROUILLETTE	brwē-ˈLĔT
BROUN	ˈBRO͞ON
BROUNTAS	ˈBROWN-tŭs
BROUSE	ˈBROWS
BROUSSARD	bro͞o-ˈSŎRD
BROUSSEAU	BRO͞O-ˈSŌ
BROUSSET	ˈBRO͞O-sĕt
BROUWER	ˈBROW-wur
BROW	ˈBROW
BROWARD	ˈBROW-urd
BROWBEAT	ˈBROW-BĒT
BROWDER	ˈBROW-dur
BROWE	ˈBRŌ
BROWED	ˈBROWD
BROWER	ˈBROW-ur
BROWN	ˈBROWN
BROWN'S	ˈBROWNZ
BROWNBACK	ˈBROWN-BĂK
BROWNE	ˈBROWN
BROWNED	ˈBROWND
BROWNELL	brow-ˈNĔL
BROWNER	ˈBROW-nur
BROWNEST	ˈBROW-nĭst
BROWNFIELD	ˈBROWN-FĒLD
BROWNFIELDS	ˈBROWN-FĒLDZ
BROWNIE	ˈBROW-nē
BROWNIES	ˈBROW-nēz
BROWNING	ˈBROW-nĭng
BROWNING'S	ˈBROW-nĭngz
BROWNISH	ˈBROW-nĭsh
BROWNLEE	ˈBROWN-lē
BROWNLEY	ˈBROWN-lē
BROWNLIE	ˈBROWN-lē
BROWNLOW	ˈBROWN-LŌ
BROWNMILLER	ˈBROWN-MĬ-lur
BROWNOUT	ˈBROW-NOWT
BROWNOUTS	ˈBROW-NOWTS
BROWNRIGG	ˈBROWN-rĭg
BROWNS	ˈBROWNZ
BROWNS'	ˈBROWNZ
BROWNSON	ˈBROWN-sŭn
BROWNSTEIN	ˈBROWN-STĪN
BROWNSTEIN(1)	ˈBROWN-STĒN
BROWNSTONE	ˈBROWN-STŌN
BROWNSVILLE	ˈBROWNZ-vĭl
BROWS	ˈBROWZ
BROWSE	ˈBROWZ
BROWSED	ˈBROWZD
BROWSER	ˈBROW-zur
BROWSERS	ˈBROW-zurz
BROWSING	ˈBROW-zĭng
BROX	ˈBRŎKS
BROXSON	ˈBRŎK-sŭn
BROXTERMAN	ˈBRŎK-stur-mŭn
BROXTON	ˈBRŎK-stŭn
BROY	ˈBROY
BROYARD	ˈBROY-urd
BROYHILL	ˈBROY-HĬL
BROYLES	ˈBROYLZ
BROZ	ˈBRŎZ
BROZEK	ˈBRŌ-zĕk
BROZMAN	ˈBRŎZ-mŭn
BROZOVICH	ˈBRŎ-zŭ-vĭch
BROZOWSKI	brŭ-ˈZŎF-skē
BRUBAKER	ˈBRŬ-bŭ-kur
BRUBECK	ˈBRO͞O-BĔK
BRUCATO	bro͞o-ˈKŎ-tō
BRUCE	ˈBRO͞OS
BRUCE'S	ˈBRO͞O-sŭz
BRUCH	ˈBRŬCH
BRUCHHAUSEN	ˈBRO͞OK-HOW-zŭn
BRUCIE	ˈBRŬ-kē
BRUCITE	ˈBRO͞O-SĪT
BRUCK	ˈBRŬK
BRUCK'S	ˈBRŬKS
BRUCKER	ˈBRŬ-kur
BRUCKHEIMER	ˈBRŬK-HĪ-mur
BRUCKMAN	ˈBRŬK-mŭn
BRUCKNER	ˈBRŬK-nur
BRUCKS	ˈBRŬKS
BRUDER	ˈBRO͞O-dur
BRUE	ˈBRO͞O
BRUECHER	ˈBRO͞O-chur
BRUECK	ˈBRO͞OK
BRUECKNER	ˈBRO͝OK-nur
BRUEGGE	ˈBRO͞O-gŭ
BRUEGGEMAN	ˈBRO͞OG-mŭn
BRUEGGEMANN	ˈBRO͞OG-mŭn
BRUEGGEN	ˈBRO͞O-gŭn
BRUEGGER	ˈBRO͞O-gur
BRUEGGER'S	ˈBRO͞O-gurz
BRUEHL	ˈBRO͞OL
BRUELLA	BRO͞O-ˈĔ-lŭ
BRUEMMER	ˈBRO͞O-mur
BRUEN	ˈBRO͞ON
BRUENING	ˈBRO͞O-nĭng
BRUER	ˈBRO͞O-ur
BRUFF	ˈBRŬF
BRUFORD	ˈBRO͞O-furd
BRUGES	ˈBRO͞O-jĭz
BRUGES(1)	ˈBRO͞OZH
BRUGGEMAN	ˈBRŬG-mŭn
BRUGGER	ˈBRŬ-gur
BRUGH	ˈBRŬ
BRUGMAN	ˈBRŬG-mŭn
BRUHA	ˈBRO͞O-hŭ
BRUHL	ˈBRŬL
BRUHN	ˈBRŬN
BRUIN	ˈBRO͞O-ĭn
BRUIN'S	ˈBRO͞O-ĭnz
BRUINGTON	ˈBRO͞O-ĭng-tŭn
BRUINS	ˈBRO͞O-ĭnz
BRUINSMA	bro͞o-ˈĬN-smŭ
BRUISE	ˈBRO͞OZ
BRUISED	ˈBRO͞OZD
BRUISES	ˈBRO͞O-zŭz
BRUISES(1)	ˈBRO͞O-zĭz
BRUISING	ˈBRO͞O-zĭng
BRULE	ˈBRO͞OL
BRULEY	ˈBRO͞O-lē
BRUM	ˈBRŬM
BRUMBACH	ˈBRŬM-BŎK
BRUMBACK	ˈBRŬM-BĂK
BRUMBAUGH	ˈBRŬM-BŎ
BRUMBELOW	ˈBRŬM-bĭ-lō
BRUMER	ˈBRO͞O-mur
BRUMETT	ˈBRŬ-mĭt
BRUMFIELD	ˈBRŬM-FĒLD
BRUMIT	ˈBRO͞O-mĭt
BRUMITT	ˈBRO͞O-mĭt
BRUMLEY	ˈBRŬM-lē
BRUMLOW	ˈBRŬM-lō
BRUMM	ˈBRŬM
BRUMMEL	ˈBRŬ-mŭl
BRUMMELL	ˈBRŬ-mŭl
BRUMMER	ˈBRŬ-mur
BRUMMET	ˈBRŬ-mĭt
BRUMMETT	ˈBRŬ-mĭt
BRUMMITT	ˈBRŬ-mĭt
BRUMMOND	ˈBRŬ-mŭnd
BRUN	ˈBRŬN
BRUNA	ˈBRO͞O-nŭ
BRUNCH	ˈBRŬNCH
BRUNCHES	ˈBRŬN-chĭz
BRUNCOR	ˈBRŬN-KŎR
BRUNDAGE	ˈBRŬN-dĭj
BRUNDIDGE	ˈBRŬN-dĭj
BRUNDIGE	ˈBRŬN-dĭg
BRUNDTLAND	ˈBRŬNT-lŭnd
BRUNE	ˈBRO͞ON
BRUNEAU	brŭ-ˈNŌ
BRUNEI	bro͞o-ˈNĪ
BRUNELL	ˈBRŬ-nŭl
BRUNELLA	BRO͞O-ˈNĔ-lŭ
BRUNELLE	brŭ-ˈNĔL
BRUNELLI	bro͞o-ˈNĔ-lē
BRUNER	ˈBRO͞O-nur
BRUNET	bro͞o-ˈNĔT
BRUNETT	ˈBRŬ-nĭt
BRUNETTA	bro͞o-ˈNĔ-tŭ
BRUNETTE	bro͞o-ˈNĔT
BRUNETTES	bro͞o-ˈNĔTS
BRUNETTI	bro͞o-ˈNĔ-tē
BRUNETTO	bro͞o-ˈNĔ-tō
BRUNEY	ˈBRO͞O-nē
BRUNGARD	ˈBRŬNG-gurd
BRUNGARDT	ˈBRŬNG-gŏrt
BRUNGER	ˈBRŬ-ngur
BRUNHILDA	bro͞on-ˈHĒL-dŭ
BRUNI	ˈBRO͞O-nē
BRUNICK	ˈBRO͞O-nĭk
BRUNING	ˈBRO͞O-nĭng
BRUNJES	brŭn-ˈZHĒZ
BRUNK	ˈBRŬNGK
BRUNKE	ˈBRŬNGK
BRUNKEN	ˈBRŬNG-kŭn
BRUNKER	ˈBRŬNG-kur
BRUNKHORST	ˈBRŬNGK-hŏrst
BRUNKOW	ˈBRŬNG-kō
BRUNN	ˈBRŬN
BRUNNER	ˈBRŬ-nur
BRUNNHILDE	ˈBRŬN-hĭld
BRUNO	ˈBRO͞O-nō
BRUNO'S	ˈBRO͞O-nōz
BRUNS	ˈBRŬNZ
BRUNSKILL	ˈBRŬN-SKĬL
BRUNSMAN	ˈBRŬN-smŭn
BRUNSON	ˈBRŬN-sŭn
BRUNSVOLD	ˈBRŬNZ-VŌLD
BRUNSWICK	ˈBRŬNZ-wĭk
BRUNSWICK'S	ˈBRŬNZ-wĭks
BRUNSWIG	ˈBRŬN-swĭg
BRUNSWIG'S	ˈBRŬN-swĭgz
BRUNT	ˈBRŬNT
BRUNTJEN	ˈBRŬNT-JĔN
BRUNTON	ˈBRŬN-tŭn
BRUNTY	ˈBRŬN-tē
BRUNTZ	ˈBRŬNTS
BRUS	ˈBRŬS
BRUSCA	ˈBRŬ-skŭ
BRUSCHI	ˈBRO͞O-skē
BRUSCO	ˈBRO͞O-skō
BRUSE	ˈBRO͞OZ
BRUSETT	bro͝o-ˈSĔT
BRUSETT(1)	BRO͞O-ˈSĔT
BRUSETTE	BRO͞O-ˈSĔT
BRUSH	ˈBRŬSH
BRUSHABER	ˈBRŬ-shŭ-bur
BRUSHED	ˈBRŬSHT
BRUSHES	ˈBRŬ-shĭz
BRUSHFIRE	ˈBRŬSH-FĪR
BRUSHFIRES	ˈBRŬSH-FĪRZ
BRUSHING	ˈBRŬ-shĭng
BRUSHWORK	ˈBRŬSH-WURK
BRUSHY	ˈBRŬ-shē
BRUSKE	ˈBRŬSK
BRUSKI	ˈBRŬ-skē
BRUSKY	ˈBRŬ-skē
BRUSO	ˈBRO͞O-sō
BRUSQUE	ˈBRŬSK
BRUSQUELY	ˈBRŬS-klē
BRUSS	ˈBRŬS
BRUSSEAU	brŭ-ˈSŌ
BRUSSEL	ˈBRŬ-sŭl
BRUSSELMANS	ˈBRŬ-sŭl-mŭnz
BRUSSELS	ˈBRŬ-sŭlz
BRUST	ˈBRŬST
BRUSTER	ˈBRŬ-stur
BRUSTOLONI	ˈBRO͞O-stō-ˈLŌ-nē
BRUT	ˈBRO͞OT
BRUTAL	ˈBRO͞O-tŭl
BRUTALITIES	bro͞o-ˈTĂ-lŭ-tēz
BRUTALITY	bro͞o-ˈTĂ-lŭ-tē
BRUTALITY(1)	bro͞o-ˈTĂ-lĭ-tē
BRUTALIZATION	ˈBRO͞O-tŭ-lŭ-ZĀ-shŭn
BRUTALIZE	ˈBRO͞O-tŭ-LĪZ
BRUTALIZED	ˈBRO͞O-tŭ-LĪZD
BRUTALIZES	ˈBRO͞O-tŭ-LĪ-zĭz
BRUTALIZING	ˈBRO͞O-tŭ-LĪ-zĭng
BRUTALLY	ˈBRO͞O-tŭ-lē
BRUTE	ˈBRO͞OT
BRUTING	ˈBRO͞O-tĭng
BRUTISH	ˈBRO͞O-tĭsh
BRUTON	ˈBRO͞O-tŭn
BRUTSCHE	ˈBRŬ-chē
BRUTUS	ˈBRO͞O-tŭs
BRUUN	ˈBRO͞ON
BRUXELLES	brŭk-ˈSĔ-lŭs
BRUYETTE	bro͞o-ˈĔT
BRUYNES	ˈBRO͞O-ĭnz
BRUZZESE	bro͞ot-ˈSĀ-zē
BRYAN	ˈBRĪ-ŭn
BRYAN'S	ˈBRĪ-ŭnz
BRYANS	ˈBRĪ-ŭnz
